[centos@ip-172-31-42-148 data]$ ./threads_download.sh https://s3.amazonaws.com/opendap.test/MVI_1803.MOV 10 stuff
URL,Size,Threads,Real,User,System
https://s3.amazonaws.com/opendap.test/MVI_1803.MOV,10485760,8,0.35,0.14,0.09
https://s3.amazonaws.com/opendap.test/MVI_1803.MOV,10485760,8,0.33,0.15,0.10
https://s3.amazonaws.com/opendap.test/MVI_1803.MOV,10485760,8,0.35,0.16,0.09
https://s3.amazonaws.com/opendap.test/MVI_1803.MOV,10485760,8,0.34,0.16,0.10
https://s3.amazonaws.com/opendap.test/MVI_1803.MOV,10485760,8,0.67,0.14,0.12
https://s3.amazonaws.com/opendap.test/MVI_1803.MOV,10485760,8,0.79,0.15,0.08
https://s3.amazonaws.com/opendap.test/MVI_1803.MOV,10485760,8,0.34,0.16,0.10
https://s3.amazonaws.com/opendap.test/MVI_1803.MOV,10485760,8,0.49,0.15,0.10
https://s3.amazonaws.com/opendap.test/MVI_1803.MOV,10485760,8,0.48,0.14,0.10
https://s3.amazonaws.com/opendap.test/MVI_1803.MOV,10485760,32,0.61,0.35,0.16
https://s3.amazonaws.com/opendap.test/MVI_1803.MOV,10485760,32,0.60,0.36,0.15
https://s3.amazonaws.com/opendap.test/MVI_1803.MOV,10485760,32,0.63,0.35,0.17
https://s3.amazonaws.com/opendap.test/MVI_1803.MOV,10485760,32,1.42,0.37,0.16
https://s3.amazonaws.com/opendap.test/MVI_1803.MOV,10485760,32,0.66,0.35,0.19
https://s3.amazonaws.com/opendap.test/MVI_1803.MOV,10485760,32,0.69,0.36,0.15
https://s3.amazonaws.com/opendap.test/MVI_1803.MOV,10485760,32,0.62,0.37,0.14
https://s3.amazonaws.com/opendap.test/MVI_1803.MOV,10485760,32,0.73,0.37,0.16
https://s3.amazonaws.com/opendap.test/MVI_1803.MOV,10485760,32,0.83,0.36,0.18
https://s3.amazonaws.com/opendap.test/MVI_1803.MOV,10485760,32,0.58,0.35,0.14
https://s3.amazonaws.com/opendap.test/MVI_1803.MOV,104857600,1,1.77,0.24,0.44
https://s3.amazonaws.com/opendap.test/MVI_1803.MOV,104857600,1,2.00,0.22,0.45
https://s3.amazonaws.com/opendap.test/MVI_1803.MOV,104857600,1,1.52,0.25,0.39
https://s3.amazonaws.com/opendap.test/MVI_1803.MOV,104857600,1,1.57,0.20,0.41
https://s3.amazonaws.com/opendap.test/MVI_1803.MOV,104857600,1,1.61,0.22,0.44
https://s3.amazonaws.com/opendap.test/MVI_1803.MOV,104857600,1,1.60,0.23,0.44
https://s3.amazonaws.com/opendap.test/MVI_1803.MOV,104857600,1,1.66,0.23,0.45
https://s3.amazonaws.com/opendap.test/MVI_1803.MOV,104857600,1,1.64,0.22,0.44
https://s3.amazonaws.com/opendap.test/MVI_1803.MOV,104857600,1,1.54,0.23,0.41
https://s3.amazonaws.com/opendap.test/MVI_1803.MOV,104857600,1,1.87,0.23,0.46
https://s3.amazonaws.com/opendap.test/MVI_1803.MOV,104857600,4,1.15,0.37,0.63
https://s3.amazonaws.com/opendap.test/MVI_1803.MOV,104857600,4,1.15,0.38,0.51
https://s3.amazonaws.com/opendap.test/MVI_1803.MOV,104857600,4,1.83,0.38,0.59
https://s3.amazonaws.com/opendap.test/MVI_1803.MOV,104857600,4,1.13,0.40,0.59
https://s3.amazonaws.com/opendap.test/MVI_1803.MOV,104857600,4,1.25,0.45,0.57
https://s3.amazonaws.com/opendap.test/MVI_1803.MOV,104857600,4,1.19,0.34,0.59
https://s3.amazonaws.com/opendap.test/MVI_1803.MOV,104857600,4,1.13,0.36,0.54
https://s3.amazonaws.com/opendap.test/MVI_1803.MOV,104857600,4,1.44,0.33,0.53
https://s3.amazonaws.com/opendap.test/MVI_1803.MOV,104857600,4,1.21,0.35,0.66
https://s3.amazonaws.com/opendap.test/MVI_1803.MOV,104857600,4,1.16,0.34,0.53
https://s3.amazonaws.com/opendap.test/MVI_1803.MOV,104857600,8,1.15,0.49,0.54
https://s3.amazonaws.com/opendap.test/MVI_1803.MOV,104857600,8,1.34,0.47,0.53
https://s3.amazonaws.com/opendap.test/MVI_1803.MOV,104857600,8,1.31,0.44,0.62
https://s3.amazonaws.com/opendap.test/MVI_1803.MOV,104857600,8,1.18,0.44,0.61
https://s3.amazonaws.com/opendap.test/MVI_1803.MOV,104857600,8,1.16,0.47,0.56
https://s3.amazonaws.com/opendap.test/MVI_1803.MOV,104857600,8,1.26,0.40,0.64
https://s3.amazonaws.com/opendap.test/MVI_1803.MOV,104857600,8,1.27,0.45,0.64
https://s3.amazonaws.com/opendap.test/MVI_1803.MOV,104857600,8,1.14,0.47,0.65
https://s3.amazonaws.com/opendap.test/MVI_1803.MOV,104857600,8,1.91,0.52,0.62
https://s3.amazonaws.com/opendap.test/MVI_1803.MOV,104857600,8,1.21,0.44,0.60
https://s3.amazonaws.com/opendap.test/MVI_1803.MOV,104857600,32,1.25,0.79,0.69
https://s3.amazonaws.com/opendap.test/MVI_1803.MOV,104857600,32,1.27,0.85,0.75
https://s3.amazonaws.com/opendap.test/MVI_1803.MOV,104857600,32,1.26,0.82,0.77
https://s3.amazonaws.com/opendap.test/MVI_1803.MOV,104857600,32,1.24,0.83,0.66
https://s3.amazonaws.com/opendap.test/MVI_1803.MOV,104857600,32,1.24,0.81,0.68
https://s3.amazonaws.com/opendap.test/MVI_1803.MOV,104857600,32,1.24,0.82,0.67
https://s3.amazonaws.com/opendap.test/MVI_1803.MOV,104857600,32,1.28,0.76,0.70
https://s3.amazonaws.com/opendap.test/MVI_1803.MOV,104857600,32,1.40,0.81,0.69
https://s3.amazonaws.com/opendap.test/MVI_1803.MOV,104857600,32,1.28,0.81,0.69
https://s3.amazonaws.com/opendap.test/MVI_1803.MOV,104857600,32,1.45,0.76,0.74
https://s3.amazonaws.com/opendap.test/MVI_1803.MOV,524288000,1,8.98,0.80,2.10
https://s3.amazonaws.com/opendap.test/MVI_1803.MOV,524288000,1,10.57,0.86,2.21
https://s3.amazonaws.com/opendap.test/MVI_1803.MOV,524288000,1,9.50,0.79,2.27
https://s3.amazonaws.com/opendap.test/MVI_1803.MOV,524288000,1,8.82,0.80,2.30
https://s3.amazonaws.com/opendap.test/MVI_1803.MOV,524288000,1,8.69,0.84,2.27
https://s3.amazonaws.com/opendap.test/MVI_1803.MOV,524288000,1,9.74,0.81,2.30
https://s3.amazonaws.com/opendap.test/MVI_1803.MOV,524288000,1,8.53,0.80,2.21
https://s3.amazonaws.com/opendap.test/MVI_1803.MOV,524288000,1,8.76,0.81,2.19
https://s3.amazonaws.com/opendap.test/MVI_1803.MOV,524288000,1,9.44,0.82,2.22
https://s3.amazonaws.com/opendap.test/MVI_1803.MOV,524288000,1,9.69,0.90,2.09
https://s3.amazonaws.com/opendap.test/MVI_1803.MOV,524288000,4,6.20,1.13,3.08
https://s3.amazonaws.com/opendap.test/MVI_1803.MOV,524288000,4,6.18,1.15,3.24
https://s3.amazonaws.com/opendap.test/MVI_1803.MOV,524288000,4,7.26,1.04,2.93
https://s3.amazonaws.com/opendap.test/MVI_1803.MOV,524288000,4,7.33,1.20,3.59
https://s3.amazonaws.com/opendap.test/MVI_1803.MOV,524288000,4,5.39,1.07,3.06
https://s3.amazonaws.com/opendap.test/MVI_1803.MOV,524288000,4,6.38,1.17,3.22
https://s3.amazonaws.com/opendap.test/MVI_1803.MOV,524288000,4,7.37,1.11,3.11
https://s3.amazonaws.com/opendap.test/MVI_1803.MOV,524288000,4,6.36,0.96,3.07
https://s3.amazonaws.com/opendap.test/MVI_1803.MOV,524288000,4,6.45,1.14,3.27
https://s3.amazonaws.com/opendap.test/MVI_1803.MOV,524288000,4,6.00,1.01,2.86
https://s3.amazonaws.com/opendap.test/MVI_1803.MOV,524288000,8,6.71,1.33,3.30
https://s3.amazonaws.com/opendap.test/MVI_1803.MOV,524288000,8,6.22,1.22,3.52
https://s3.amazonaws.com/opendap.test/MVI_1803.MOV,524288000,8,6.30,1.44,3.58
https://s3.amazonaws.com/opendap.test/MVI_1803.MOV,524288000,8,5.79,1.39,3.59
https://s3.amazonaws.com/opendap.test/MVI_1803.MOV,524288000,8,6.14,1.49,3.56
https://s3.amazonaws.com/opendap.test/MVI_1803.MOV,524288000,8,6.41,1.28,3.26
https://s3.amazonaws.com/opendap.test/MVI_1803.MOV,524288000,8,6.69,1.21,3.32
https://s3.amazonaws.com/opendap.test/MVI_1803.MOV,524288000,8,6.01,1.40,3.60
https://s3.amazonaws.com/opendap.test/MVI_1803.MOV,524288000,8,7.12,1.31,3.51
https://s3.amazonaws.com/opendap.test/MVI_1803.MOV,524288000,8,5.17,1.22,3.38
https://s3.amazonaws.com/opendap.test/MVI_1803.MOV,524288000,32,6.00,2.05,3.70
https://s3.amazonaws.com/opendap.test/MVI_1803.MOV,524288000,32,5.73,2.02,3.60
https://s3.amazonaws.com/opendap.test/MVI_1803.MOV,524288000,32,5.77,1.99,3.63
https://s3.amazonaws.com/opendap.test/MVI_1803.MOV,524288000,32,5.86,2.06,3.59
https://s3.amazonaws.com/opendap.test/MVI_1803.MOV,524288000,32,6.09,2.03,3.64
https://s3.amazonaws.com/opendap.test/MVI_1803.MOV,524288000,32,6.22,2.23,3.86
https://s3.amazonaws.com/opendap.test/MVI_1803.MOV,524288000,32,6.91,2.11,3.85
https://s3.amazonaws.com/opendap.test/MVI_1803.MOV,524288000,32,5.47,1.96,3.65
https://s3.amazonaws.com/opendap.test/MVI_1803.MOV,524288000,32,6.70,2.20,3.78
https://s3.amazonaws.com/opendap.test/MVI_1803.MOV,524288000,32,6.49,2.23,3.84
https://s3.amazonaws.com/opendap.test/MVI_1803.MOV,1073748824,1,19.26,1.65,4.28
https://s3.amazonaws.com/opendap.test/MVI_1803.MOV,1073748824,1,20.13,1.61,4.50
https://s3.amazonaws.com/opendap.test/MVI_1803.MOV,1073748824,1,20.03,1.64,4.46
https://s3.amazonaws.com/opendap.test/MVI_1803.MOV,1073748824,1,19.28,1.78,4.50
https://s3.amazonaws.com/opendap.test/MVI_1803.MOV,1073748824,1,20.61,1.74,4.38
https://s3.amazonaws.com/opendap.test/MVI_1803.MOV,1073748824,1,20.56,1.33,4.52
https://s3.amazonaws.com/opendap.test/MVI_1803.MOV,1073748824,1,18.54,1.72,4.52
https://s3.amazonaws.com/opendap.test/MVI_1803.MOV,1073748824,1,18.42,1.68,4.45
https://s3.amazonaws.com/opendap.test/MVI_1803.MOV,1073748824,1,18.47,1.65,4.48
https://s3.amazonaws.com/opendap.test/MVI_1803.MOV,1073748824,1,18.87,1.57,4.48
https://s3.amazonaws.com/opendap.test/MVI_1803.MOV,1073748824,4,13.85,2.04,6.91
https://s3.amazonaws.com/opendap.test/MVI_1803.MOV,1073748824,4,14.13,2.07,6.84
https://s3.amazonaws.com/opendap.test/MVI_1803.MOV,1073748824,4,12.12,2.53,6.35
https://s3.amazonaws.com/opendap.test/MVI_1803.MOV,1073748824,4,12.32,1.97,6.19
https://s3.amazonaws.com/opendap.test/MVI_1803.MOV,1073748824,4,15.72,2.23,7.72
https://s3.amazonaws.com/opendap.test/MVI_1803.MOV,1073748824,4,13.95,2.07,6.26
https://s3.amazonaws.com/opendap.test/MVI_1803.MOV,1073748824,4,14.10,2.19,6.58
https://s3.amazonaws.com/opendap.test/MVI_1803.MOV,1073748824,4,13.16,1.85,6.50
https://s3.amazonaws.com/opendap.test/MVI_1803.MOV,1073748824,4,12.49,2.19,6.53
https://s3.amazonaws.com/opendap.test/MVI_1803.MOV,1073748824,4,14.79,2.08,6.34
https://s3.amazonaws.com/opendap.test/MVI_1803.MOV,1073748824,8,13.11,2.50,7.35
https://s3.amazonaws.com/opendap.test/MVI_1803.MOV,1073748824,8,12.71,2.22,6.74
https://s3.amazonaws.com/opendap.test/MVI_1803.MOV,1073748824,8,13.69,2.52,7.32
https://s3.amazonaws.com/opendap.test/MVI_1803.MOV,1073748824,8,12.98,2.24,7.26
https://s3.amazonaws.com/opendap.test/MVI_1803.MOV,1073748824,8,14.86,2.11,6.86
https://s3.amazonaws.com/opendap.test/MVI_1803.MOV,1073748824,8,11.90,2.34,6.79
https://s3.amazonaws.com/opendap.test/MVI_1803.MOV,1073748824,8,13.25,2.07,6.55
https://s3.amazonaws.com/opendap.test/MVI_1803.MOV,1073748824,8,13.01,2.53,7.73
https://s3.amazonaws.com/opendap.test/MVI_1803.MOV,1073748824,8,13.67,2.29,6.96
https://s3.amazonaws.com/opendap.test/MVI_1803.MOV,1073748824,8,13.53,2.24,6.70
https://s3.amazonaws.com/opendap.test/MVI_1803.MOV,1073748824,32,12.78,3.25,8.11
https://s3.amazonaws.com/opendap.test/MVI_1803.MOV,1073748824,32,15.12,3.43,8.20
https://s3.amazonaws.com/opendap.test/MVI_1803.MOV,1073748824,32,11.49,3.42,8.13
https://s3.amazonaws.com/opendap.test/MVI_1803.MOV,1073748824,32,13.56,3.34,8.16
https://s3.amazonaws.com/opendap.test/MVI_1803.MOV,1073748824,32,12.90,3.41,7.99
https://s3.amazonaws.com/opendap.test/MVI_1803.MOV,1073748824,32,12.23,3.32,7.60
https://s3.amazonaws.com/opendap.test/MVI_1803.MOV,1073748824,32,13.06,3.32,8.03
https://s3.amazonaws.com/opendap.test/MVI_1803.MOV,1073748824,32,13.85,3.46,8.36
https://s3.amazonaws.com/opendap.test/MVI_1803.MOV,1073748824,32,13.75,3.34,8.12
https://s3.amazonaws.com/opendap.test/MVI_1803.MOV,1073748824,32,14.21,3.48,8.18
